Date,Open,High,Low,Settle,Volume,1,2,3,4,5
24-10-2010,1.23658,1.24512,1.2264,1.22712,5388,0,0,0,0,0
25-10-2010,1.22676,1.22915,1.22591,1.22876,67771,0,0,0,0,0
26-10-2010,1.22875,1.23331,1.22663,1.22698,134177,0,0,0,0,0
27-10-2010,1.22696,1.23523,1.21098,1.22445,130116,0,0,0,0,0
28-10-2010,1.22446,1.2272,1.2174,1.22501,118424,0,0,0,0,0
29-10-2010,1.225,1.2325,1.21512,1.2177,123138,0,0,0,0,0
31-10-2010,1.21769,1.22141,1.19542,1.19659,4017,0,0,0,0,0
01-11-2010,1.19265,1.19567,1.19249,1.19291,110428,0,0,0,0,0
02-11-2010,1.18945,1.199,1.18754,1.19219,123631,0,0,0,0,0
03-11-2010,1.1922,1.20069,1.19009,1.19575,122735,0,0,0,0,0
04-11-2010,1.19574,1.20719,1.1923,1.19879,138690,0,0,0,0,0
05-11-2010,1.19878,1.21407,1.19557,1.21297,112903,0,0,0,0,0
07-11-2010,1.21298,1.21511,1.20441,1.21105,10264,0,0,0,0,0
08-11-2010,1.21288,1.22052,1.21149,1.22035,107168,0,0,0,0,0
09-11-2010,1.22034,1.22968,1.2162,1.22101,119069,0,0,0,0,0
10-11-2010,1.221,1.2348,1.2167,1.23146,98498,0,0,0,0,0
11-11-2010,1.23147,1.2352,1.22536,1.22975,113791,0,0,0,0,0
12-11-2010,1.22974,1.24112,1.22407,1.2385,80412,0,0,0,0,0
14-11-2010,1.23851,1.24151,1.2352,1.23877,13478,0,0,0,0,0
15-11-2010,1.24481,1.24667,1.23971,1.2414,109528,0,0,0,0,0
16-11-2010,1.24141,1.24655,1.23025,1.232,112689,0,0,0,0,0
17-11-2010,1.23199,1.23529,1.22507,1.22647,91698,0,0,0,0,0
18-11-2010,1.22648,1.23423,1.2208,1.2305,97421,0,0,0,0,0
19-11-2010,1.23051,1.23862,1.22604,1.23344,105981,0,0,0,0,0
21-11-2010,1.23345,1.23932,1.22527,1.23668,3980,0,0,0,0,0
22-11-2010,1.23721,1.23872,1.23673,1.2385,95679,0,0,0,0,0
23-11-2010,1.23849,1.23958,1.22641,1.22852,107206,0,0,0,0,0
24-11-2010,1.22853,1.22894,1.21501,1.21836,120151,0,0,0,0,0
25-11-2010,1.21835,1.23027,1.21651,1.22271,144739,0,0,0,0,0
26-11-2010,1.2227,1.25388,1.2192,1.25105,103125,0,0,0,0,0
28-11-2010,1.25104,1.26094,1.24808,1.2561,4133,0,0,0,0,0
29-11-2010,1.25629,1.25641,1.25425,1.25451,61853,0,0,0,0,0
30-11-2010,1.25453,1.25565,1.25031,1.25066,105687,0,0,0,0,0
01-12-2010,1.25065,1.26607,1.24789,1.26212,99353,0,0,0,0,0
02-12-2010,1.26213,1.26626,1.25519,1.26238,98182,0,0,0,0,0
03-12-2010,1.26235,1.27104,1.26233,1.26884,85916,0,0,0,0,0
05-12-2010,1.26885,1.2721,1.26075,1.2639,5453,0,0,0,0,0
06-12-2010,1.26368,1.26464,1.26247,1.26378,79268,0,0,0,0,0
07-12-2010,1.26377,1.26443,1.25498,1.26017,105474,0,0,0,0,0
08-12-2010,1.26018,1.27373,1.25218,1.27182,93946,0,0,0,0,0
09-12-2010,1.27183,1.27763,1.26813,1.27336,117831,0,0,0,0,0
10-12-2010,1.27332,1.29534,1.27073,1.29177,106369,0,0,0,0,0
12-12-2010,1.29176,1.30057,1.28885,1.29289,6550,0,0,0,0,0
13-12-2010,1.29047,1.29171,1.28868,1.28881,93953,0,0,0,0,0
14-12-2010,1.2888,1.29904,1.28693,1.2938,100361,0,0,0,0,0
15-12-2010,1.29379,1.30266,1.28386,1.29039,95697,0,0,0,0,0
16-12-2010,1.2904,1.29117,1.27311,1.27584,97748,0,0,0,0,0
17-12-2010,1.27585,1.29314,1.27357,1.29106,115408,0,0,0,0,0
19-12-2010,1.29107,1.29639,1.27926,1.29091,5900,0,0,0,0,0
20-12-2010,1.28897,1.29257,1.28754,1.29217,91098,0,0,0,0,0
21-12-2010,1.29215,1.30041,1.28879,1.29809,102949,0,0,0,0,0
22-12-2010,1.29807,1.30442,1.29508,1.29872,101064,0,0,0,0,0
23-12-2010,1.29871,1.30406,1.29651,1.29983,100074,0,0,0,0,0
24-12-2010,1.29986,1.31052,1.29765,1.30656,102455,0,0,0,0,0
26-12-2010,1.30654,1.3092,1.29793,1.30495,3139,0,0,0,0,0
27-12-2010,1.30625,1.30654,1.30527,1.30585,79464,0,0,0,0,0
28-12-2010,1.30586,1.31937,1.30543,1.31705,82708,0,0,0,0,0
29-12-2010,1.31704,1.32606,1.31456,1.32193,81026,0,0,0,0,0
30-12-2010,1.32194,1.32382,1.31303,1.31531,74598,0,0,0,0,0
31-12-2010,1.31532,1.32337,1.31179,1.31779,67283,0,0,0,0,0
02-01-2011,1.3178,1.33322,1.31565,1.32778,3628,0,0,0,0,0
03-01-2011,1.32924,1.32953,1.32751,1.32819,64281,0,0,0,0,0
04-01-2011,1.32818,1.33059,1.32101,1.32142,89887,0,0,0,0,0
05-01-2011,1.32141,1.32262,1.30737,1.31541,107292,0,0,0,0,0
06-01-2011,1.31543,1.31592,1.28291,1.28481,106145,0,0,0,0,0
07-01-2011,1.28482,1.29311,1.27789,1.28418,88094,0,0,0,0,0
09-01-2011,1.28417,1.29047,1.2749,1.27526,3693,0,0,0,0,0
10-01-2011,1.27645,1.27729,1.27554,1.27555,92835,0,0,0,0,0
11-01-2011,1.27554,1.28698,1.27326,1.28124,92547,0,0,0,0,0
12-01-2011,1.28123,1.29142,1.28029,1.28685,92211,0,0,0,0,0
13-01-2011,1.28686,1.29208,1.279,1.27948,107497,0,0,0,0,0
14-01-2011,1.2794,1.29009,1.27718,1.28064,90978,0,0,0,0,0
16-01-2011,1.28065,1.28312,1.26625,1.27103,4122,0,0,0,0,0
17-01-2011,1.27043,1.27104,1.26885,1.26977,79447,0,0,0,0,0
18-01-2011,1.26976,1.27279,1.26225,1.26299,104822,0,0,0,0,0
19-01-2011,1.26298,1.27174,1.25862,1.26346,108543,0,0,0,0,0
20-01-2011,1.26345,1.2725,1.26073,1.26705,100845,0,0,0,0,0
21-01-2011,1.26704,1.27631,1.26489,1.27024,72388,0,0,0,0,0
23-01-2011,1.27025,1.27774,1.26754,1.276,4500,0,0,0,0,0
24-01-2011,1.27603,1.27679,1.27431,1.27515,62613,0,0,0,0,0
25-01-2011,1.27514,1.2754,1.26576,1.26627,88074,0,0,0,0,0
26-01-2011,1.26626,1.27415,1.26241,1.26721,81541,0,0,0,0,0
27-01-2011,1.26724,1.28542,1.26619,1.27937,75943,0,0,0,0,0
28-01-2011,1.27936,1.2847,1.27753,1.28138,62131,0,0,0,0,0
30-01-2011,1.28135,1.2896,1.28074,1.28946,2659,0,0,0,0,0
31-01-2011,1.28892,1.28962,1.28807,1.28863,48851,0,0,0,0,0
01-02-2011,1.28864,1.29159,1.27981,1.28172,84392,0,0,0,0,0
02-02-2011,1.28171,1.28188,1.26751,1.2691,96267,0,0,0,0,0
03-02-2011,1.26911,1.27618,1.26579,1.27261,83427,0,0,0,0,0
04-02-2011,1.2726,1.27647,1.26636,1.26769,68767,0,0,0,0,0
06-02-2011,1.2677,1.27453,1.26427,1.26757,4862,0,0,0,0,0
07-02-2011,1.2714,1.27599,1.27026,1.27589,75844,0,0,0,0,0
08-02-2011,1.27588,1.28911,1.27575,1.2862,89320,0,0,0,0,0
09-02-2011,1.28619,1.30319,1.28281,1.29942,89470,0,0,0,0,0
10-02-2011,1.29941,1.30353,1.29541,1.30095,81417,0,0,0,0,0
11-02-2011,1.30089,1.31153,1.29748,1.3065,82449,0,0,0,0,0
13-02-2011,1.30651,1.31578,1.3018,1.30479,3033,0,0,0,0,0
14-02-2011,1.30597,1.30646,1.30332,1.30421,70708,0,0,0,0,0
15-02-2011,1.30416,1.31198,1.30286,1.30615,87826,0,0,0,0,0
16-02-2011,1.30612,1.3289,1.30585,1.3282,90892,0,0,0,0,0
17-02-2011,1.32821,1.3438,1.32664,1.3392,87446,0,0,0,0,0
18-02-2011,1.33919,1.34122,1.32898,1.32941,72877,0,0,0,0,0
20-02-2011,1.3294,1.34936,1.32851,1.34887,3899,0,0,0,0,0
21-02-2011,1.34855,1.34937,1.34679,1.34776,76028,0,0,0,0,0
22-02-2011,1.34778,1.35051,1.34246,1.34273,94592,0,0,0,0,0
23-02-2011,1.34275,1.35938,1.33796,1.35717,91014,0,0,0,0,0
24-02-2011,1.35718,1.36452,1.35651,1.36236,100681,0,0,0,0,0
25-02-2011,1.36235,1.3681,1.35583,1.36296,76222,0,0,0,0,0
27-02-2011,1.36298,1.37907,1.36281,1.37903,2996,0,0,0,0,0
28-02-2011,1.38012,1.3805,1.37711,1.37744,75962,0,0,0,0,0
01-03-2011,1.37743,1.37833,1.3643,1.36475,85459,0,0,0,0,0
02-03-2011,1.36474,1.38575,1.36359,1.3853,82781,0,0,0,0,0
03-03-2011,1.38531,1.39463,1.37974,1.39145,83257,0,0,0,0,0
04-03-2011,1.39146,1.40277,1.3856,1.39232,78004,0,0,0,0,0
06-03-2011,1.39233,1.39826,1.38327,1.39364,5221,0,0,0,0,0
07-03-2011,1.3994,1.40107,1.39729,1.3995,62306,0,0,0,0,0
08-03-2011,1.39951,1.39978,1.38555,1.38635,91192,0,0,0,0,0
09-03-2011,1.38633,1.39343,1.37739,1.39194,75267,0,0,0,0,0
10-03-2011,1.3919,1.40001,1.39111,1.39811,83613,0,0,0,0,0
11-03-2011,1.3981,1.41209,1.3981,1.40247,78010,0,0,0,0,0
13-03-2011,1.40246,1.41568,1.39358,1.3976,4969,0,0,0,0,0
14-03-2011,1.39883,1.39898,1.39405,1.39505,109371,0,0,0,0,0
15-03-2011,1.39504,1.39969,1.383,1.39615,124964,0,0,0,0,0
16-03-2011,1.39616,1.40025,1.36963,1.36994,105471,0,0,0,0,0
17-03-2011,1.36995,1.39897,1.36994,1.39773,102336,0,0,0,0,0
18-03-2011,1.39769,1.40491,1.38705,1.39106,78428,0,0,0,0,0
20-03-2011,1.39109,1.39707,1.38568,1.3953,5149,0,0,0,0,0
21-03-2011,1.39729,1.39761,1.39331,1.39607,97297,0,0,0,0,0
22-03-2011,1.39608,1.40787,1.39066,1.39203,97855,0,0,0,0,0
23-03-2011,1.392,1.39804,1.38243,1.3843,113715,0,0,0,0,0
24-03-2011,1.38429,1.38771,1.37326,1.37909,85879,0,0,0,0,0
25-03-2011,1.37907,1.395,1.3777,1.39417,87418,0,0,0,0,0
27-03-2011,1.39418,1.39455,1.38059,1.39454,4161,0,0,0,0,0
28-03-2011,1.39604,1.39817,1.39567,1.39719,68894,0,0,0,0,0
29-03-2011,1.39711,1.401,1.38626,1.39075,69534,0,0,0,0,0
30-03-2011,1.39074,1.40567,1.38803,1.4031,75937,0,0,0,0,0
31-03-2011,1.40311,1.41884,1.39903,1.41254,92966,0,0,0,0,0
01-04-2011,1.41256,1.42805,1.41012,1.42273,99211,0,0,0,0,0
03-04-2011,1.42272,1.4229,1.40226,1.40308,3997,0,0,0,0,0
04-04-2011,1.40367,1.40806,1.40343,1.40727,102075,0,0,0,0,0
05-04-2011,1.40728,1.40843,1.38582,1.38603,117444,0,0,0,0,0
06-04-2011,1.38602,1.39723,1.37471,1.37678,115898,0,0,0,0,0
07-04-2011,1.37679,1.38239,1.36694,1.37733,96283,0,0,0,0,0
08-04-2011,1.37731,1.38194,1.36063,1.362,120338,0,0,0,0,0
10-04-2011,1.36201,1.37751,1.35723,1.3691,5208,0,0,0,0,0
11-04-2011,1.37028,1.3711,1.368,1.36871,103274,0,0,0,0,0
12-04-2011,1.3687,1.37491,1.3562,1.35718,121132,0,0,0,0,0
13-04-2011,1.3572,1.36541,1.3447,1.34935,95817,0,0,0,0,0
14-04-2011,1.34937,1.35636,1.34593,1.35515,98664,0,0,0,0,0
15-04-2011,1.35514,1.36659,1.35412,1.36554,84264,0,0,0,0,0
17-04-2011,1.36555,1.37301,1.36071,1.36718,5069,0,0,0,0,0
18-04-2011,1.37169,1.37429,1.37106,1.37406,99936,0,0,0,0,0
19-04-2011,1.37409,1.37847,1.35755,1.35984,117063,0,0,0,0,0
20-04-2011,1.35985,1.36131,1.33583,1.33845,117412,0,0,0,0,0
21-04-2011,1.33848,1.34195,1.32833,1.33566,76627,0,0,0,0,0
22-04-2011,1.33567,1.33858,1.32852,1.33385,94468,0,0,0,0,0
24-04-2011,1.33384,1.33489,1.3199,1.32392,5716,0,0,0,0,0
25-04-2011,1.32819,1.32893,1.323,1.32361,109814,0,0,0,0,0
26-04-2011,1.32362,1.33003,1.30634,1.30991,130379,0,0,0,0,0
27-04-2011,1.30993,1.31487,1.29674,1.29944,126811,0,0,0,0,0
28-04-2011,1.29943,1.31797,1.29696,1.31236,109871,0,0,0,0,0
29-04-2011,1.31235,1.32456,1.30592,1.32101,103103,0,0,0,0,0
01-05-2011,1.32102,1.34366,1.3192,1.34133,4544,0,0,0,0,0
02-05-2011,1.33756,1.3421,1.33753,1.34114,107233,0,0,0,0,0
03-05-2011,1.34115,1.34194,1.32451,1.32867,128967,0,0,0,0,0
04-05-2011,1.32868,1.33989,1.32347,1.32456,126636,0,0,0,0,0
05-05-2011,1.32459,1.32791,1.31787,1.32473,107154,0,0,0,0,0
06-05-2011,1.32472,1.33214,1.3163,1.32395,77009,0,0,0,0,0
08-05-2011,1.32392,1.32809,1.31773,1.32242,3012,0,0,0,0,0
09-05-2011,1.31962,1.32085,1.31912,1.31963,87282,0,0,0,0,0
10-05-2011,1.31962,1.3432,1.31813,1.33925,102195,0,0,0,0,0
11-05-2011,1.33924,1.34968,1.33538,1.33558,99927,0,0,0,0,0
12-05-2011,1.33555,1.33763,1.32074,1.32239,86490,0,0,0,0,0
13-05-2011,1.32238,1.32643,1.318,1.32376,81223,0,0,0,0,0
15-05-2011,1.3238,1.33579,1.31319,1.31869,3325,0,0,0,0,0
16-05-2011,1.31842,1.31854,1.31511,1.31615,86579,0,0,0,0,0
17-05-2011,1.31616,1.31815,1.30936,1.31167,85347,0,0,0,0,0
18-05-2011,1.31168,1.32004,1.30725,1.30894,79004,0,0,0,0,0
19-05-2011,1.30893,1.31799,1.30773,1.3113,64583,0,0,0,0,0
20-05-2011,1.31131,1.315,1.30541,1.3121,25196,0,0,0,0,0
22-05-2011,1.31211,1.31466,1.3087,1.31139,2829,0,0,0,0,0
23-05-2011,1.31138,1.31163,1.30711,1.30782,51700,0,0,0,0,0
24-05-2011,1.30785,1.31878,1.30779,1.31871,77126,0,0,0,0,0
25-05-2011,1.31872,1.3273,1.30824,1.30839,69698,0,0,0,0,0
26-05-2011,1.30838,1.32376,1.30828,1.32225,67080,0,0,0,0,0
27-05-2011,1.32223,1.33133,1.32181,1.33,52022,0,0,0,0,0
29-05-2011,1.3296,1.3423,1.32876,1.33608,3774,0,0,0,0,0
30-05-2011,1.3348,1.33617,1.33333,1.33552,84712,0,0,0,0,0
31-05-2011,1.33553,1.33936,1.32492,1.33551,110063,0,0,0,0,0
01-06-2011,1.3355,1.34313,1.3291,1.33179,115535,0,0,0,0,0
02-06-2011,1.33178,1.33239,1.31248,1.31547,107847,0,0,0,0,0
03-06-2011,1.31546,1.3169,1.29671,1.29778,106346,0,0,0,0,0
05-06-2011,1.29779,1.30197,1.29044,1.29058,3359,0,0,0,0,0
06-06-2011,1.28754,1.29044,1.28731,1.28939,99086,0,0,0,0,0
07-06-2011,1.28938,1.29649,1.28725,1.2963,105833,0,0,0,0,0
08-06-2011,1.29633,1.29909,1.2904,1.29813,119224,0,0,0,0,0
09-06-2011,1.29814,1.31433,1.29607,1.3125,114169,0,0,0,0,0
10-06-2011,1.31253,1.33818,1.30878,1.33497,113903,0,0,0,0,0
12-06-2011,1.33498,1.34549,1.33134,1.33868,2885,0,0,0,0,0
13-06-2011,1.33835,1.33837,1.33525,1.33776,90984,0,0,0,0,0
14-06-2011,1.33777,1.33784,1.32435,1.32803,110513,0,0,0,0,0
15-06-2011,1.32805,1.34637,1.32518,1.33764,109038,0,0,0,0,0
16-06-2011,1.33765,1.35365,1.33755,1.34503,114412,0,0,0,0,0
17-06-2011,1.345,1.35219,1.3395,1.34648,109165,0,0,0,0,0
19-06-2011,1.34649,1.36239,1.34475,1.36198,4872,0,0,0,0,0
20-06-2011,1.36406,1.36411,1.36016,1.36175,102572,0,0,0,0,0
21-06-2011,1.36174,1.3684,1.3539,1.36416,129838,0,0,0,0,0
22-06-2011,1.36415,1.37024,1.35712,1.36837,122207,0,0,0,0,0
23-06-2011,1.36838,1.37201,1.36398,1.37107,114961,0,0,0,0,0
24-06-2011,1.37106,1.3757,1.36356,1.37209,109503,0,0,0,0,0
26-06-2011,1.3721,1.37449,1.3582,1.36096,5058,0,0,0,0,0
27-06-2011,1.35875,1.36021,1.35703,1.35713,113821,0,0,0,0,0
28-06-2011,1.35715,1.37381,1.35693,1.37123,129746,0,0,0,0,0
29-06-2011,1.37124,1.38414,1.36993,1.38265,106082,0,0,0,0,0
30-06-2011,1.38263,1.38603,1.3766,1.38151,107289,0,0,0,0,0
01-07-2011,1.38152,1.38241,1.36082,1.36232,88171,0,0,0,0,0
03-07-2011,1.36233,1.36764,1.35421,1.35807,3368,0,0,0,0,0
04-07-2011,1.35614,1.35758,1.35614,1.35727,113593,0,0,0,0,0
05-07-2011,1.35728,1.36251,1.3507,1.35917,117052,0,0,0,0,0
06-07-2011,1.35918,1.3687,1.35711,1.36231,106961,0,0,0,0,0
07-07-2011,1.3623,1.37425,1.36099,1.37175,102241,0,0,0,0,0
08-07-2011,1.37174,1.37264,1.35761,1.36019,89072,0,0,0,0,0
10-07-2011,1.3602,1.36194,1.34961,1.35485,4800,0,0,0,0,0
11-07-2011,1.35067,1.35324,1.35003,1.35119,88887,0,0,0,0,0
12-07-2011,1.35123,1.3557,1.3427,1.34782,101703,0,0,0,0,0
13-07-2011,1.34783,1.35491,1.34597,1.3496,101736,0,0,0,0,0
14-07-2011,1.34959,1.35866,1.3461,1.35723,74904,0,0,0,0,0
15-07-2011,1.35722,1.3626,1.35354,1.36212,66358,0,0,0,0,0
17-07-2011,1.3621,1.3714,1.3544,1.3692,2952,0,0,0,0,0
18-07-2011,1.37003,1.37144,1.36861,1.37113,42417,0,0,0,0,0
19-07-2011,1.37112,1.37114,1.3646,1.36799,88425,0,0,0,0,0
20-07-2011,1.368,1.3702,1.35243,1.36714,86574,0,0,0,0,0
21-07-2011,1.36715,1.37849,1.36707,1.37586,91228,0,0,0,0,0
22-07-2011,1.37585,1.38221,1.37028,1.38194,76549,0,0,0,0,0
24-07-2011,1.38193,1.38367,1.37225,1.37524,3023,0,0,0,0,0
25-07-2011,1.37573,1.37623,1.3729,1.37327,79466,0,0,0,0,0
26-07-2011,1.37328,1.38542,1.371,1.38196,79676,0,0,0,0,0
27-07-2011,1.38195,1.38525,1.37617,1.3766,81311,0,0,0,0,0
28-07-2011,1.37658,1.38888,1.37419,1.38639,82044,0,0,0,0,0
29-07-2011,1.3864,1.39729,1.38317,1.3955,75101,0,0,0,0,0
31-07-2011,1.39551,1.40054,1.39394,1.39859,3345,0,0,0,0,0
01-08-2011,1.39883,1.3997,1.39851,1.39891,82704,0,0,0,0,0
02-08-2011,1.39892,1.40345,1.39542,1.39611,73606,0,0,0,0,0
03-08-2011,1.3961,1.39872,1.38611,1.38929,69719,0,0,0,0,0
04-08-2011,1.3893,1.39401,1.38545,1.39023,91237,0,0,0,0,0
05-08-2011,1.39024,1.3923,1.3774,1.37996,82569,0,0,0,0,0
07-08-2011,1.37995,1.39137,1.37511,1.39013,9642,0,0,0,0,0
08-08-2011,1.3968,1.39695,1.39268,1.39337,97685,0,0,0,0,0
09-08-2011,1.39338,1.40017,1.39034,1.3989,137739,0,0,0,0,0
10-08-2011,1.39891,1.40115,1.38542,1.39847,139982,0,0,0,0,0
11-08-2011,1.39846,1.39995,1.38657,1.3883,131867,0,0,0,0,0
12-08-2011,1.38831,1.40501,1.38757,1.40294,113185,0,0,0,0,0
14-08-2011,1.40295,1.41827,1.39794,1.41805,3601,0,0,0,0,0
15-08-2011,1.41764,1.41818,1.41651,1.4167,83213,0,0,0,0,0
16-08-2011,1.41671,1.42386,1.41395,1.4215,84362,0,0,0,0,0
17-08-2011,1.42151,1.42469,1.41612,1.41672,91195,0,0,0,0,0
18-08-2011,1.41673,1.42132,1.40757,1.4103,82603,0,0,0,0,0
19-08-2011,1.41031,1.4218,1.40526,1.41681,72623,0,0,0,0,0
21-08-2011,1.41682,1.41923,1.40544,1.40865,7056,0,0,0,0,0
22-08-2011,1.40479,1.40527,1.40197,1.40339,77853,0,0,0,0,0
23-08-2011,1.40338,1.41141,1.40251,1.40719,81434,0,0,0,0,0
24-08-2011,1.40718,1.41472,1.40469,1.41194,87801,0,0,0,0,0
25-08-2011,1.41197,1.41457,1.40508,1.41261,85179,0,0,0,0,0
26-08-2011,1.4126,1.42315,1.41146,1.41552,74636,0,0,0,0,0
28-08-2011,1.41553,1.4244,1.4061,1.42331,7470,0,0,0,0,0
29-08-2011,1.42304,1.42413,1.42159,1.42333,79152,0,0,0,0,0
30-08-2011,1.42332,1.42672,1.41913,1.42039,81682,0,0,0,0,0
31-08-2011,1.4204,1.42418,1.41517,1.42301,86843,0,0,0,0,0
01-09-2011,1.42302,1.43472,1.42269,1.43236,90937,0,0,0,0,0
02-09-2011,1.43237,1.4324,1.42428,1.42966,90074,0,0,0,0,0
04-09-2011,1.42967,1.44869,1.42899,1.44825,6170,0,0,0,0,0
05-09-2011,1.44714,1.44822,1.44502,1.44789,84467,0,0,0,0,0
06-09-2011,1.4479,1.44811,1.44197,1.44222,108412,0,0,0,0,0
07-09-2011,1.44221,1.45177,1.43762,1.44813,94735,0,0,0,0,0
08-09-2011,1.44814,1.45185,1.44123,1.44486,103725,0,0,0,0,0
09-09-2011,1.44485,1.45129,1.43641,1.45006,83961,0,0,0,0,0
11-09-2011,1.45007,1.45007,1.439,1.44286,4312,0,0,0,0,0
12-09-2011,1.44109,1.44194,1.43895,1.43957,94764,0,0,0,0,0
13-09-2011,1.43958,1.44038,1.41562,1.42361,85737,0,0,0,0,0
14-09-2011,1.42362,1.43719,1.42039,1.43633,89365,0,0,0,0,0
15-09-2011,1.43632,1.45457,1.4353,1.45151,70855,0,0,0,0,0
16-09-2011,1.4515,1.46472,1.45139,1.45577,23508,0,0,0,0,0
18-09-2011,1.45574,1.45868,1.4533,1.456,4338,0,0,0,0,0
19-09-2011,1.4561,1.45873,1.45498,1.45873,62155,0,0,0,0,0
20-09-2011,1.45874,1.46258,1.45242,1.45498,85498,0,0,0,0,0
21-09-2011,1.45489,1.47122,1.44921,1.47038,74271,0,0,0,0,0
22-09-2011,1.47039,1.47944,1.46314,1.47866,65558,0,0,0,0,0
23-09-2011,1.47864,1.48801,1.47714,1.48394,45036,0,0,0,0,0
25-09-2011,1.48396,1.48766,1.48029,1.48056,7921,0,0,0,0,0
26-09-2011,1.48156,1.48386,1.47792,1.48151,74528,0,0,0,0,0
27-09-2011,1.48153,1.49005,1.47618,1.47931,82623,0,0,0,0,0
28-09-2011,1.47932,1.48878,1.47532,1.48358,93601,0,0,0,0,0
29-09-2011,1.48357,1.49387,1.4774,1.4826,98892,0,0,0,0,0
30-09-2011,1.48261,1.48977,1.45089,1.45566,104817,0,0,0,0,0
02-10-2011,1.45567,1.45861,1.43084,1.43158,6639,0,0,0,0,0
03-10-2011,1.4364,1.43948,1.43396,1.43873,108540,0,0,0,0,0
04-10-2011,1.43872,1.44404,1.42536,1.4367,108584,0,0,0,0,0
05-10-2011,1.43671,1.44176,1.42693,1.43988,99766,0,0,0,0,0
06-10-2011,1.43989,1.44217,1.41711,1.42052,105740,0,0,0,0,0
07-10-2011,1.42047,1.42753,1.41223,1.42284,103141,0,0,0,0,0
09-10-2011,1.42285,1.4338,1.40651,1.41162,5094,0,0,0,0,0
10-10-2011,1.40866,1.40912,1.40618,1.40651,96011,0,0,0,0,0
11-10-2011,1.4065,1.4243,1.4047,1.41439,101572,0,0,0,0,0
12-10-2011,1.41437,1.42749,1.41196,1.42653,89407,0,0,0,0,0
13-10-2011,1.42652,1.42855,1.41939,1.42567,91616,0,0,0,0,0
14-10-2011,1.42569,1.43361,1.4205,1.43244,83422,0,0,0,0,0
