date,time,open,high,low,close,volume
2019-01-11,17:00:00,1.14786,1.14827,1.14779,1.14814,446
2019-01-11,17:15:00,1.14816,1.1486,1.14796,1.14826,292
2019-01-11,17:30:00,1.14823,1.14828,1.14786,1.14792,327
2019-01-11,17:45:00,1.14789,1.14854,1.14788,1.14826,324
2019-01-11,18:00:00,1.14826,1.1484,1.14752,1.1477,286
2019-01-11,18:15:00,1.14766,1.14794,1.14756,1.14764,190
2019-01-11,18:30:00,1.14766,1.14776,1.14716,1.14724,220
2019-01-11,18:45:00,1.14728,1.14749,1.14694,1.1471,167
2019-01-11,19:00:00,1.14714,1.14729,1.14692,1.1471,140
2019-01-14,14:30:00,1.14575,1.14657,1.14572,1.14627,418
2019-01-14,14:45:00,1.14626,1.14685,1.14587,1.14655,572
2019-01-14,15:00:00,1.14652,1.14726,1.14634,1.14674,433
2019-01-14,15:15:00,1.14678,1.14702,1.14636,1.14647,349
2019-01-14,15:30:00,1.14644,1.14696,1.14624,1.14685,400
2019-01-14,15:45:00,1.14682,1.14805,1.14664,1.14673,1047
2019-01-14,16:00:00,1.1467,1.14718,1.1463,1.14708,705
2019-01-14,16:15:00,1.14711,1.14784,1.14696,1.14774,305
2019-01-14,16:30:00,1.14774,1.1478,1.14718,1.14768,345
2019-01-14,16:45:00,1.14766,1.14796,1.14732,1.14791,311
2019-01-14,17:00:00,1.14787,1.14796,1.14735,1.14792,279
2019-01-14,17:15:00,1.14788,1.14799,1.14764,1.14767,247
2019-01-14,17:30:00,1.14771,1.14776,1.14737,1.14754,253
2019-01-14,17:45:00,1.14757,1.14799,1.14757,1.14767,255
2019-01-14,18:00:00,1.14771,1.14771,1.14722,1.14738,146
2019-01-14,18:15:00,1.14738,1.14756,1.14716,1.14716,173
2019-01-14,18:30:00,1.14716,1.14725,1.14698,1.14709,144
2019-01-14,18:45:00,1.1471,1.1471,1.14678,1.14698,209
2019-01-14,19:00:00,1.14702,1.14711,1.14656,1.14681,211
2019-01-14,19:15:00,1.14684,1.14698,1.14668,1.14678,182
2019-01-14,19:30:00,1.14675,1.14694,1.14664,1.14681,151
2019-01-14,19:45:00,1.14678,1.14704,1.14648,1.14656,208
2019-01-14,20:00:00,1.14652,1.14673,1.14636,1.14653,160
2019-01-14,20:15:00,1.14656,1.14667,1.14648,1.14665,144
