date,time,open,high,low,close,volume
2018-12-24,08:00:00,1.13774,1.14,1.13745,1.13992,1688
2018-12-24,09:00:00,1.13996,1.14082,1.13942,1.1395,1328
2018-12-24,10:00:00,1.13954,1.14119,1.13944,1.14022,881
2018-12-24,11:00:00,1.1402,1.14064,1.13952,1.13972,775
2018-12-24,12:00:00,1.13968,1.14054,1.13888,1.14029,958
2018-12-24,13:00:00,1.14028,1.14174,1.13996,1.1414,1792
2018-12-24,14:00:00,1.14136,1.14386,1.14136,1.14278,2552
2018-12-24,15:00:00,1.14282,1.14339,1.13998,1.14136,3602
2018-12-24,16:00:00,1.14133,1.14225,1.14054,1.14182,2881
2018-12-24,17:00:00,1.14184,1.142,1.1409,1.14096,1087
2018-12-24,18:00:00,1.14096,1.14224,1.1408,1.14179,4446
2018-12-24,19:00:00,1.14178,1.14178,1.1395,1.14004,7012
2018-12-24,20:00:00,1.14004,1.1412,1.13956,1.14088,1566
2018-12-24,21:00:00,1.14092,1.1416,1.14012,1.14067,312
2018-12-25,22:00:00,1.14067,1.14133,1.1393,1.14092,3216
2018-12-25,23:00:00,1.14091,1.14202,1.14015,1.14138,6584
2018-12-26,00:00:00,1.14138,1.1416,1.14045,1.14062,593
2018-12-26,01:00:00,1.1406,1.1411,1.13992,1.14102,453
2018-12-26,02:00:00,1.14106,1.14157,1.14104,1.14113,389
2018-12-26,03:00:00,1.14114,1.14162,1.14108,1.14145,315
2018-12-26,04:00:00,1.14148,1.14149,1.14049,1.14056,287
2018-12-26,05:00:00,1.1406,1.14066,1.13977,1.14027,409
2018-12-26,06:00:00,1.14027,1.1408,1.13977,1.14052,391
2018-12-26,07:00:00,1.14048,1.14068,1.13992,1.14024,292
2018-12-26,08:00:00,1.14021,1.14025,1.1385,1.13922,720
2018-12-26,09:00:00,1.13922,1.13961,1.13812,1.13844,548
2018-12-26,10:00:00,1.13843,1.13893,1.13817,1.13853,335
2018-12-26,11:00:00,1.13852,1.13898,1.13816,1.13828,438
2018-12-26,12:00:00,1.13828,1.13878,1.13753,1.13843,598
2018-12-26,13:00:00,1.13844,1.13898,1.1377,1.13893,917
2018-12-26,14:00:00,1.13892,1.13942,1.13824,1.13854,1135
2018-12-26,15:00:00,1.13858,1.14143,1.13854,1.14066,1267
2018-12-26,16:00:00,1.14069,1.14112,1.14046,1.14064,920
2018-12-26,17:00:00,1.14067,1.14074,1.13555,1.13558,2213
2018-12-26,18:00:00,1.13558,1.13661,1.1355,1.13606,1449
2018-12-26,19:00:00,1.13608,1.13666,1.13494,1.1353,1624
2018-12-26,20:00:00,1.13526,1.13586,1.13432,1.13538,1607
2018-12-26,21:00:00,1.13538,1.1355,1.13487,1.13522,678
2018-12-26,22:00:00,1.13536,1.13572,1.13524,1.13566,438
2018-12-26,23:00:00,1.13565,1.13618,1.13556,1.13606,617
2018-12-27,00:00:00,1.13609,1.13724,1.13581,1.13698,1239
2018-12-27,01:00:00,1.13702,1.13782,1.13652,1.13739,971
2018-12-27,02:00:00,1.13736,1.13869,1.13735,1.13811,923
2018-12-27,03:00:00,1.1381,1.13843,1.13778,1.13813,674
2018-12-27,04:00:00,1.13814,1.13902,1.13814,1.13849,687
2018-12-27,05:00:00,1.13852,1.13852,1.13774,1.13832,996
2018-12-27,06:00:00,1.13829,1.13882,1.13752,1.13838,1055
2018-12-27,07:00:00,1.13838,1.13893,1.13718,1.13793,1722
2018-12-27,08:00:00,1.13789,1.13988,1.13786,1.13932,1674
2018-12-27,09:00:00,1.13933,1.14,1.13885,1.13939,1894
2018-12-27,10:00:00,1.13942,1.14054,1.13902,1.1403,1831
2018-12-27,11:00:00,1.14034,1.14095,1.13829,1.1389,1609
2018-12-27,12:00:00,1.13894,1.14013,1.13644,1.1368,2214
2018-12-27,13:00:00,1.13684,1.14077,1.13674,1.13976,3147
2018-12-27,14:00:00,1.13976,1.14362,1.13922,1.1435,2886
2018-12-27,15:00:00,1.1435,1.14354,1.1398,1.14003,3789
2018-12-27,16:00:00,1.14,1.14184,1.13996,1.14121,2544
2018-12-27,17:00:00,1.14119,1.14497,1.1411,1.14361,2613
2018-12-27,18:00:00,1.14358,1.14542,1.14292,1.14478,1779
2018-12-27,19:00:00,1.14474,1.14537,1.14431,1.14485,1823
2018-12-27,20:00:00,1.14485,1.14498,1.14272,1.14396,2417
2018-12-27,21:00:00,1.14396,1.14412,1.14302,1.14306,1059
2018-12-27,22:00:00,1.14296,1.14326,1.14274,1.14294,366
2018-12-27,23:00:00,1.14296,1.14344,1.14288,1.14306,340
2018-12-28,00:00:00,1.14304,1.14478,1.143,1.14455,1012
2018-12-28,01:00:00,1.14457,1.14488,1.14414,1.14482,647
2018-12-28,02:00:00,1.14482,1.1463,1.14468,1.14618,858
2018-12-28,03:00:00,1.14614,1.14669,1.1456,1.1456,822
2018-12-28,04:00:00,1.1456,1.146,1.14506,1.14514,497
2018-12-28,05:00:00,1.14518,1.14588,1.14512,1.14545,648
2018-12-28,06:00:00,1.14545,1.14637,1.14536,1.14597,863
2018-12-28,07:00:00,1.14594,1.14623,1.14483,1.1455,1183
2018-12-28,08:00:00,1.1455,1.14674,1.14512,1.14576,1579
2018-12-28,09:00:00,1.14576,1.14588,1.14307,1.1443,2421
2018-12-28,10:00:00,1.14433,1.14704,1.14381,1.14651,2121
2018-12-28,11:00:00,1.14652,1.14728,1.14606,1.14662,1719
2018-12-28,12:00:00,1.14662,1.14702,1.14474,1.14514,1524
2018-12-28,13:00:00,1.14514,1.1461,1.14393,1.1461,2093
2018-12-28,14:00:00,1.14614,1.14692,1.1444,1.14543,2671
2018-12-28,15:00:00,1.14542,1.1457,1.14332,1.1437,3258
2018-12-28,16:00:00,1.14376,1.14488,1.14304,1.14436,2098
2018-12-28,17:00:00,1.1444,1.14488,1.14312,1.14405,1247
2018-12-28,18:00:00,1.14406,1.14488,1.14342,1.14383,1183
2018-12-28,19:00:00,1.14384,1.14456,1.14342,1.14413,979
2018-12-28,20:00:00,1.14417,1.14538,1.14417,1.1442,1094
2018-12-28,21:00:00,1.14416,1.14511,1.14399,1.14448,848
2018-12-30,22:00:00,1.14372,1.144,1.14356,1.144,180
2018-12-30,23:00:00,1.14399,1.1441,1.14382,1.1439,362
2018-12-31,00:00:00,1.14392,1.14504,1.14384,1.1447,521
2018-12-31,01:00:00,1.14466,1.14466,1.14376,1.14387,383
2018-12-31,02:00:00,1.14384,1.144,1.14333,1.14354,432
2018-12-31,03:00:00,1.14356,1.14408,1.14344,1.14384,405
2018-12-31,04:00:00,1.14385,1.14396,1.14224,1.14224,524
2018-12-31,05:00:00,1.14221,1.14294,1.14216,1.14292,379
2018-12-31,06:00:00,1.14292,1.14321,1.14244,1.14271,583
2018-12-31,07:00:00,1.14268,1.14442,1.14242,1.14428,1358
2018-12-31,08:00:00,1.14425,1.14473,1.14295,1.14326,1481
2018-12-31,09:00:00,1.14326,1.14427,1.14318,1.14364,933
2018-12-31,10:00:00,1.1436,1.14526,1.14352,1.14485,1052
2018-12-31,11:00:00,1.14482,1.1466,1.14462,1.14525,1170
2018-12-31,12:00:00,1.14521,1.14586,1.14386,1.14572,1331
2018-12-31,13:00:00,1.14569,1.14569,1.1444,1.14462,1193
2018-12-31,14:00:00,1.14464,1.14486,1.14268,1.14352,1509
2018-12-31,15:00:00,1.14352,1.14526,1.14259,1.1434,3385
2018-12-31,16:00:00,1.14344,1.14596,1.14272,1.14546,3424
2018-12-31,17:00:00,1.14546,1.14568,1.14449,1.14518,921
2018-12-31,18:00:00,1.14516,1.1455,1.14426,1.14454,1256
2018-12-31,19:00:00,1.14454,1.14566,1.14447,1.14538,676
2018-12-31,20:00:00,1.14538,1.14612,1.14538,1.14562,504
2018-12-31,21:00:00,1.14562,1.14682,1.14562,1.14649,1189
2019-01-01,22:00:00,1.14649,1.14658,1.14616,1.14641,637
2019-01-01,23:00:00,1.1464,1.14678,1.14579,1.14614,1028
2019-01-02,00:00:00,1.14614,1.14628,1.14546,1.14565,465
2019-01-02,01:00:00,1.14562,1.14566,1.14462,1.14523,632
2019-01-02,02:00:00,1.14526,1.14535,1.1443,1.14458,750
2019-01-02,03:00:00,1.14462,1.14486,1.14448,1.14457,324
2019-01-02,04:00:00,1.14454,1.14472,1.1443,1.1445,289
2019-01-02,05:00:00,1.14454,1.14791,1.14454,1.14782,845
2019-01-02,06:00:00,1.14782,1.1497,1.1477,1.14856,1269
2019-01-02,07:00:00,1.14853,1.14932,1.14738,1.14768,1574
2019-01-02,08:00:00,1.14768,1.14781,1.14288,1.14484,3188
2019-01-02,09:00:00,1.14486,1.14498,1.14224,1.14341,2699
2019-01-02,10:00:00,1.14338,1.14416,1.14322,1.14371,1544
2019-01-02,11:00:00,1.14368,1.14392,1.14247,1.14336,1408
2019-01-02,12:00:00,1.1434,1.1434,1.13979,1.14051,1769
2019-01-02,13:00:00,1.14048,1.14057,1.13674,1.13718,2920
2019-01-02,14:00:00,1.13715,1.13754,1.1358,1.13608,2630
2019-01-02,15:00:00,1.1361,1.13698,1.13421,1.13538,3335
2019-01-02,16:00:00,1.13542,1.1362,1.1349,1.13564,1934
2019-01-02,17:00:00,1.13565,1.1357,1.13313,1.13353,2193
2019-01-02,18:00:00,1.13355,1.13364,1.13262,1.1328,1325
2019-01-02,19:00:00,1.13277,1.13444,1.1325,1.13438,1086
2019-01-02,20:00:00,1.13441,1.13478,1.13406,1.13458,1013
2019-01-02,21:00:00,1.13458,1.1348,1.13401,1.13447,651
2019-01-02,22:00:00,1.13431,1.13471,1.13101,1.13303,2913
2019-01-02,23:00:00,1.13471,1.13522,1.13091,1.13125,5041
2019-01-03,00:00:00,1.13122,1.13468,1.13098,1.13398,1764
2019-01-03,01:00:00,1.13402,1.13526,1.13399,1.13484,1467
2019-01-03,02:00:00,1.13481,1.13616,1.13462,1.13582,1218
2019-01-03,03:00:00,1.1358,1.13716,1.1357,1.1365,1028
2019-01-03,04:00:00,1.13647,1.1368,1.13608,1.13673,524
2019-01-03,05:00:00,1.13672,1.13701,1.13569,1.1361,970
2019-01-03,06:00:00,1.1361,1.13768,1.1355,1.13724,1265
2019-01-03,07:00:00,1.13724,1.13768,1.13616,1.13696,2545
2019-01-03,08:00:00,1.13696,1.13838,1.1354,1.138,3713
2019-01-03,09:00:00,1.138,1.1384,1.13732,1.13758,1929
2019-01-03,10:00:00,1.13758,1.13796,1.13638,1.13686,1808
2019-01-03,11:00:00,1.13686,1.13718,1.13404,1.13416,2007
2019-01-03,12:00:00,1.13413,1.13554,1.13398,1.13436,1396
2019-01-03,13:00:00,1.1344,1.13671,1.13377,1.13658,3286
2019-01-03,14:00:00,1.13656,1.13724,1.13614,1.13648,2398
2019-01-03,15:00:00,1.13648,1.14096,1.13648,1.13931,7365
2019-01-03,16:00:00,1.13928,1.14112,1.13871,1.13986,4029
2019-01-03,17:00:00,1.13982,1.14056,1.13933,1.13988,2415
2019-01-03,18:00:00,1.13984,1.14068,1.13965,1.14007,1472
2019-01-03,19:00:00,1.1401,1.1404,1.13832,1.13915,1436
2019-01-03,20:00:00,1.13912,1.14016,1.13898,1.13984,1638
2019-01-03,21:00:00,1.1398,1.13996,1.13938,1.13942,508
2019-01-03,22:00:00,1.1393,1.14026,1.13884,1.13938,1196
2019-01-03,23:00:00,1.13934,1.13966,1.139,1.13902,913
2019-01-04,00:00:00,1.13906,1.14056,1.13895,1.14056,1053
2019-01-04,01:00:00,1.14056,1.1412,1.14029,1.14041,779
2019-01-04,02:00:00,1.14042,1.14077,1.13976,1.13976,489
2019-01-04,03:00:00,1.13972,1.13988,1.13881,1.13984,645
2019-01-04,04:00:00,1.13982,1.13987,1.13901,1.13944,468
2019-01-04,05:00:00,1.1394,1.13984,1.13892,1.13902,408
2019-01-04,06:00:00,1.13902,1.13941,1.13834,1.13934,644
2019-01-04,07:00:00,1.13937,1.141,1.13922,1.14078,1614
2019-01-04,08:00:00,1.14074,1.14168,1.14024,1.14076,1659
2019-01-04,09:00:00,1.14077,1.1419,1.14025,1.14032,1400
2019-01-04,10:00:00,1.14026,1.14088,1.13947,1.1404,1697
2019-01-04,11:00:00,1.14043,1.14156,1.14028,1.14114,843
2019-01-04,12:00:00,1.14116,1.14141,1.14048,1.14056,874
2019-01-04,13:00:00,1.1406,1.14079,1.13638,1.13716,5744
2019-01-04,14:00:00,1.13714,1.1373,1.13462,1.13538,3333
2019-01-04,15:00:00,1.13538,1.1411,1.13458,1.14104,6723
2019-01-04,16:00:00,1.14106,1.1418,1.13997,1.14088,3310
2019-01-04,17:00:00,1.14092,1.14119,1.13932,1.14056,2199
2019-01-04,18:00:00,1.14056,1.14109,1.14026,1.14042,1402
2019-01-04,19:00:00,1.14038,1.14038,1.13942,1.14,1865
2019-01-04,20:00:00,1.13999,1.14044,1.13959,1.1403,861
2019-01-04,21:00:00,1.14035,1.14036,1.1395,1.13951,903
2019-01-06,22:00:00,1.13974,1.14098,1.13972,1.14051,558
2019-01-06,23:00:00,1.1405,1.1413,1.14046,1.14102,1788
2019-01-07,00:00:00,1.14104,1.14137,1.14047,1.14094,461
2019-01-07,01:00:00,1.14097,1.14233,1.1408,1.14212,408
2019-01-07,02:00:00,1.14212,1.14226,1.14172,1.14202,302
2019-01-07,03:00:00,1.14198,1.14256,1.14162,1.14226,369
2019-01-07,04:00:00,1.14228,1.14301,1.14203,1.14205,669
2019-01-07,05:00:00,1.14209,1.14248,1.14201,1.14236,344
2019-01-07,06:00:00,1.14236,1.14274,1.14144,1.14164,747
2019-01-07,07:00:00,1.14168,1.14388,1.14102,1.14365,1818
2019-01-07,08:00:00,1.14368,1.14402,1.1428,1.14316,1619
2019-01-07,09:00:00,1.14312,1.1448,1.14295,1.14412,1244
2019-01-07,10:00:00,1.14415,1.14452,1.14352,1.1439,898
2019-01-07,11:00:00,1.14389,1.14444,1.14335,1.14405,778
2019-01-07,12:00:00,1.14406,1.14473,1.1437,1.14396,1141
2019-01-07,13:00:00,1.14399,1.1459,1.14396,1.14579,1542
2019-01-07,14:00:00,1.14578,1.14728,1.14562,1.1468,1735
2019-01-07,15:00:00,1.14686,1.14711,1.14538,1.14638,2983
2019-01-07,16:00:00,1.14638,1.14702,1.14586,1.14673,2023
2019-01-07,17:00:00,1.14677,1.14712,1.14641,1.1469,1103
2019-01-07,18:00:00,1.14686,1.14827,1.14678,1.14742,1190
2019-01-07,19:00:00,1.14743,1.14826,1.1473,1.14796,845
2019-01-07,20:00:00,1.148,1.14805,1.14692,1.1477,752
2019-01-07,21:00:00,1.1477,1.1477,1.14723,1.14748,331
2019-01-07,22:00:00,1.14773,1.14781,1.14718,1.14763,708
2019-01-07,23:00:00,1.14768,1.14806,1.14768,1.1479,404
2019-01-08,00:00:00,1.14786,1.14848,1.1467,1.1468,745
2019-01-08,01:00:00,1.14678,1.14696,1.14471,1.14485,1061
2019-01-08,02:00:00,1.14488,1.14535,1.14417,1.14506,696
2019-01-08,03:00:00,1.1451,1.14518,1.14352,1.14388,610
2019-01-08,04:00:00,1.14384,1.14403,1.14322,1.1439,447
2019-01-08,05:00:00,1.1439,1.14443,1.14384,1.14438,409
2019-01-08,06:00:00,1.14438,1.14556,1.1441,1.14458,787
2019-01-08,07:00:00,1.1446,1.1453,1.14332,1.14438,2262
2019-01-08,08:00:00,1.14438,1.14509,1.14336,1.14491,1435
2019-01-08,09:00:00,1.14488,1.14612,1.14476,1.14521,1013
2019-01-08,10:00:00,1.1452,1.1452,1.14344,1.14458,1430
2019-01-08,11:00:00,1.14458,1.14696,1.14422,1.14658,1069
2019-01-08,12:00:00,1.14654,1.1468,1.1443,1.14498,1096
2019-01-08,13:00:00,1.14495,1.14498,1.14219,1.14276,2120
2019-01-08,14:00:00,1.14276,1.14441,1.14244,1.14387,1741
2019-01-08,15:00:00,1.14388,1.14436,1.14258,1.14416,2168
2019-01-08,16:00:00,1.14412,1.14488,1.14362,1.14432,1637
2019-01-08,17:00:00,1.14436,1.14555,1.14396,1.14545,1311
2019-01-08,18:00:00,1.14548,1.14594,1.14404,1.14411,994
2019-01-08,19:00:00,1.14413,1.14446,1.1439,1.14424,616
2019-01-08,20:00:00,1.14422,1.14424,1.1436,1.14406,485
2019-01-08,21:00:00,1.14405,1.1442,1.14375,1.14417,230
2019-01-08,22:00:00,1.14417,1.14436,1.14364,1.14414,792
2019-01-08,23:00:00,1.14415,1.14578,1.14415,1.14575,436
2019-01-09,00:00:00,1.14578,1.14622,1.1454,1.14562,679
2019-01-09,01:00:00,1.14558,1.14664,1.14556,1.14576,572
2019-01-09,02:00:00,1.14577,1.14605,1.14486,1.14517,568
2019-01-09,03:00:00,1.1452,1.14598,1.14517,1.14542,390
2019-01-09,04:00:00,1.14544,1.146,1.14522,1.146,345
2019-01-09,05:00:00,1.146,1.14641,1.14572,1.14609,388
2019-01-09,06:00:00,1.14609,1.1465,1.14556,1.14587,554
2019-01-09,07:00:00,1.14588,1.14785,1.14542,1.1466,1617
2019-01-09,08:00:00,1.14659,1.14758,1.1461,1.14632,1950
2019-01-09,09:00:00,1.14632,1.14714,1.14559,1.14606,1539
2019-01-09,10:00:00,1.14606,1.14634,1.14454,1.14522,1447
2019-01-09,11:00:00,1.14526,1.14564,1.1439,1.14561,1148
2019-01-09,12:00:00,1.14564,1.14589,1.14462,1.14506,1378
2019-01-09,13:00:00,1.14509,1.14643,1.14478,1.14623,1777
2019-01-09,14:00:00,1.1462,1.15258,1.14616,1.15246,5328
2019-01-09,15:00:00,1.15243,1.15404,1.15086,1.15104,4741
2019-01-09,16:00:00,1.151,1.15377,1.15096,1.15241,3240
2019-01-09,17:00:00,1.15238,1.15348,1.15212,1.15328,1724
2019-01-09,18:00:00,1.15332,1.15406,1.15288,1.15364,1268
2019-01-09,19:00:00,1.15362,1.15584,1.15294,1.15432,5188
2019-01-09,20:00:00,1.15433,1.15546,1.15426,1.15544,1568
2019-01-09,21:00:00,1.15548,1.15552,1.1542,1.15426,521
2019-01-09,22:00:00,1.1542,1.15505,1.154,1.15497,1626
2019-01-09,23:00:00,1.15497,1.1555,1.1548,1.15541,650
2019-01-10,00:00:00,1.15542,1.1559,1.15506,1.15553,686
2019-01-10,01:00:00,1.15554,1.1561,1.15435,1.15542,1335
2019-01-10,02:00:00,1.15538,1.15564,1.15488,1.15548,447
2019-01-10,03:00:00,1.15547,1.15702,1.15547,1.15694,793
2019-01-10,04:00:00,1.1569,1.1569,1.15584,1.15585,506
2019-01-10,05:00:00,1.15585,1.1563,1.15536,1.15608,453
2019-01-10,06:00:00,1.15608,1.15613,1.15511,1.15522,618
2019-01-10,07:00:00,1.15522,1.15562,1.15345,1.15409,2005
2019-01-10,08:00:00,1.1541,1.1558,1.15284,1.15293,2485
2019-01-10,09:00:00,1.15291,1.15334,1.15195,1.15246,2152
2019-01-10,10:00:00,1.15245,1.15325,1.15176,1.15278,1531
2019-01-10,11:00:00,1.15278,1.15395,1.1526,1.15294,1166
2019-01-10,12:00:00,1.15292,1.15392,1.15241,1.15338,1385
2019-01-10,13:00:00,1.15342,1.15454,1.15193,1.15204,2061
2019-01-10,14:00:00,1.15206,1.15307,1.15166,1.15258,1861
2019-01-10,15:00:00,1.15255,1.15274,1.1515,1.15226,2166
2019-01-10,16:00:00,1.1523,1.15234,1.15102,1.15166,1617
2019-01-10,17:00:00,1.15166,1.15183,1.14972,1.1506,2451
2019-01-10,18:00:00,1.15064,1.15136,1.14846,1.14982,2772
2019-01-10,19:00:00,1.14982,1.15058,1.14953,1.14996,1022
2019-01-10,20:00:00,1.14993,1.15004,1.14952,1.1498,598
2019-01-10,21:00:00,1.14982,1.15011,1.14976,1.15002,331
2019-01-10,22:00:00,1.14996,1.15012,1.14968,1.14987,750
2019-01-10,23:00:00,1.14988,1.15082,1.14965,1.15082,515
2019-01-11,00:00:00,1.15082,1.1517,1.1506,1.15116,702
2019-01-11,01:00:00,1.15115,1.15228,1.1507,1.15178,671
2019-01-11,02:00:00,1.15174,1.1525,1.15135,1.15222,460
2019-01-11,03:00:00,1.1522,1.15281,1.1519,1.15248,359
2019-01-11,04:00:00,1.15244,1.15301,1.15224,1.15288,341
2019-01-11,05:00:00,1.15289,1.1531,1.1522,1.15254,394
2019-01-11,06:00:00,1.15254,1.15294,1.15173,1.15228,647
2019-01-11,07:00:00,1.15232,1.15322,1.15216,1.15262,1125
2019-01-11,08:00:00,1.15259,1.15302,1.15176,1.15296,1426
2019-01-11,09:00:00,1.15299,1.15299,1.15166,1.152,1453
2019-01-11,10:00:00,1.152,1.15406,1.15156,1.15348,2057
2019-01-11,11:00:00,1.15348,1.15348,1.1519,1.1532,1831
2019-01-11,12:00:00,1.15316,1.15364,1.15222,1.15282,1127
2019-01-11,13:00:00,1.15284,1.15358,1.15202,1.15266,2508
2019-01-11,14:00:00,1.15264,1.1527,1.14582,1.147,5475
2019-01-11,15:00:00,1.14699,1.14812,1.14621,1.14778,2868
2019-01-11,16:00:00,1.14781,1.14796,1.14647,1.14783,1919
2019-01-11,17:00:00,1.14786,1.1486,1.14779,1.14826,1389
2019-01-11,18:00:00,1.14826,1.1484,1.14694,1.1471,863
2019-01-11,19:00:00,1.14714,1.14729,1.14634,1.14652,670
2019-01-11,20:00:00,1.14652,1.14657,1.14582,1.14628,846
2019-01-11,21:00:00,1.14624,1.14708,1.14602,1.14687,1103
2019-01-13,22:00:00,1.14609,1.14666,1.14592,1.1465,670
2019-01-13,23:00:00,1.1465,1.14685,1.14596,1.14599,503
2019-01-14,00:00:00,1.146,1.14664,1.146,1.1463,311
2019-01-14,01:00:00,1.14626,1.14773,1.14626,1.1476,344
2019-01-14,02:00:00,1.1476,1.14779,1.14667,1.14667,374
2019-01-14,03:00:00,1.14664,1.14722,1.14661,1.14685,475
2019-01-14,04:00:00,1.14688,1.14762,1.14688,1.14762,296
2019-01-14,05:00:00,1.14765,1.14814,1.14748,1.14787,298
2019-01-14,06:00:00,1.14787,1.14804,1.14688,1.14746,600
2019-01-14,07:00:00,1.14746,1.14813,1.14542,1.14798,2150
2019-01-14,08:00:00,1.14794,1.1482,1.1465,1.14752,1769
2019-01-14,09:00:00,1.14752,1.14799,1.14607,1.14624,1563
2019-01-14,10:00:00,1.14625,1.14659,1.14508,1.14618,1543
