time,open,high,low,close,volume
2019-01-14T02:45:00.000000000Z,1.14734,1.14734,1.14667,1.14667,99
2019-01-14T03:00:00.000000000Z,1.14664,1.14722,1.14662,1.14697,211
2019-01-14T03:15:00.000000000Z,1.14697,1.14718,1.14672,1.14675,118
2019-01-14T03:30:00.000000000Z,1.14671,1.14684,1.14661,1.14676,92
2019-01-14T03:45:00.000000000Z,1.1468,1.14688,1.14672,1.14685,54
2019-01-14T04:00:00.000000000Z,1.14688,1.14718,1.14688,1.14716,60
2019-01-14T04:15:00.000000000Z,1.14712,1.14752,1.14712,1.1475,76
2019-01-14T04:30:00.000000000Z,1.14748,1.14748,1.14716,1.14724,94
2019-01-14T04:45:00.000000000Z,1.14724,1.14762,1.14716,1.14762,66
2019-01-14T05:00:00.000000000Z,1.14765,1.14781,1.14749,1.14765,75
2019-01-14T05:15:00.000000000Z,1.14769,1.14772,1.14752,1.1476,49
2019-01-14T05:30:00.000000000Z,1.14762,1.14789,1.14748,1.14783,74
2019-01-14T05:45:00.000000000Z,1.14786,1.14814,1.1478,1.14787,100
2019-01-14T06:00:00.000000000Z,1.14787,1.14804,1.1476,1.14761,102
2019-01-14T06:15:00.000000000Z,1.14758,1.14769,1.14722,1.1475,215
2019-01-14T06:30:00.000000000Z,1.14746,1.14752,1.14694,1.14696,153
2019-01-14T06:45:00.000000000Z,1.14698,1.14756,1.14688,1.14746,130
2019-01-14T07:00:00.000000000Z,1.14746,1.14781,1.14693,1.14699,413
2019-01-14T07:15:00.000000000Z,1.14696,1.14698,1.14542,1.14644,856
2019-01-14T07:30:00.000000000Z,1.14644,1.14686,1.14633,1.14686,357
2019-01-14T07:45:00.000000000Z,1.14682,1.14813,1.1468,1.14798,524
2019-01-14T08:00:00.000000000Z,1.14794,1.1482,1.1476,1.1476,433
2019-01-14T08:15:00.000000000Z,1.14757,1.14762,1.1465,1.14724,448
2019-01-14T08:30:00.000000000Z,1.14722,1.1479,1.1467,1.1478,523
2019-01-14T08:45:00.000000000Z,1.14777,1.14789,1.14736,1.14752,365
2019-01-14T09:00:00.000000000Z,1.14752,1.14799,1.14677,1.14718,429
2019-01-14T09:15:00.000000000Z,1.14722,1.14749,1.14692,1.14718,356
2019-01-14T09:30:00.000000000Z,1.14722,1.14732,1.14675,1.14691,376
2019-01-14T09:45:00.000000000Z,1.14691,1.14691,1.14607,1.14624,402
2019-01-14T10:00:00.000000000Z,1.14625,1.14638,1.14508,1.14538,547
2019-01-14T10:15:00.000000000Z,1.14536,1.14588,1.14524,1.14586,283
2019-01-14T10:30:00.000000000Z,1.14582,1.146,1.14545,1.146,303
2019-01-14T10:45:00.000000000Z,1.14598,1.14659,1.14598,1.14618,410
2019-01-14T11:00:00.000000000Z,1.14622,1.1464,1.14528,1.14598,513
2019-01-14T11:15:00.000000000Z,1.14598,1.14664,1.14582,1.14642,348
2019-01-14T11:30:00.000000000Z,1.14646,1.14736,1.14645,1.1472,442
2019-01-14T11:45:00.000000000Z,1.14721,1.14728,1.14534,1.14704,1112
2019-01-14T12:00:00.000000000Z,1.14702,1.14716,1.14651,1.14663,584
2019-01-14T12:15:00.000000000Z,1.14666,1.14669,1.146,1.14643,351
2019-01-14T12:30:00.000000000Z,1.14646,1.14654,1.14556,1.14574,412
2019-01-14T12:45:00.000000000Z,1.1457,1.14686,1.14568,1.14682,501
2019-01-14T13:00:00.000000000Z,1.14678,1.14704,1.14635,1.14672,549
2019-01-14T13:15:00.000000000Z,1.14672,1.14679,1.14596,1.14626,359
2019-01-14T13:30:00.000000000Z,1.14626,1.14654,1.14573,1.14573,423
2019-01-14T13:45:00.000000000Z,1.14574,1.1463,1.14565,1.14596,324
2019-01-14T14:00:00.000000000Z,1.14598,1.14612,1.14572,1.14598,321
2019-01-14T14:15:00.000000000Z,1.14601,1.14643,1.14538,1.14574,337
2019-01-14T14:30:00.000000000Z,1.14575,1.14657,1.14572,1.14627,418
2019-01-14T14:45:00.000000000Z,1.14626,1.14685,1.14587,1.14655,572
2019-01-14T15:00:00.000000000Z,1.14652,1.14726,1.14634,1.14674,433
2019-01-14T15:15:00.000000000Z,1.14678,1.14702,1.14636,1.14647,349
2019-01-14T15:30:00.000000000Z,1.14644,1.14696,1.14624,1.14685,400
2019-01-14T15:45:00.000000000Z,1.14682,1.14805,1.14664,1.14673,1047
2019-01-14T16:00:00.000000000Z,1.1467,1.14718,1.1463,1.14708,705
2019-01-14T16:15:00.000000000Z,1.14711,1.14784,1.14696,1.14774,305
2019-01-14T16:30:00.000000000Z,1.14774,1.1478,1.14718,1.14768,345
2019-01-14T16:45:00.000000000Z,1.14766,1.14796,1.14732,1.14791,311
2019-01-14T17:00:00.000000000Z,1.14787,1.14796,1.14735,1.14792,279
2019-01-14T17:15:00.000000000Z,1.14788,1.14799,1.14764,1.14767,247
2019-01-14T17:30:00.000000000Z,1.14771,1.14776,1.14737,1.14754,253
2019-01-14T17:45:00.000000000Z,1.14757,1.14799,1.14757,1.14767,255
2019-01-14T18:00:00.000000000Z,1.14771,1.14771,1.14722,1.14738,146
2019-01-14T18:15:00.000000000Z,1.14738,1.14756,1.14716,1.14716,173
2019-01-14T18:30:00.000000000Z,1.14716,1.14725,1.14698,1.14709,144
2019-01-14T18:45:00.000000000Z,1.1471,1.1471,1.14678,1.14698,209
2019-01-14T19:00:00.000000000Z,1.14702,1.14711,1.14656,1.14681,211
2019-01-14T19:15:00.000000000Z,1.14684,1.14698,1.14668,1.14678,182
2019-01-14T19:30:00.000000000Z,1.14675,1.14694,1.14664,1.14681,151
2019-01-14T19:45:00.000000000Z,1.14678,1.14704,1.14648,1.14656,208
2019-01-14T20:00:00.000000000Z,1.14652,1.14673,1.14636,1.14653,160
2019-01-14T20:15:00.000000000Z,1.14656,1.14667,1.14648,1.14665,144
2019-01-14T20:30:00.000000000Z,1.14664,1.14676,1.14662,1.1467,70
2019-01-14T20:45:00.000000000Z,1.14669,1.14704,1.14661,1.14688,116
2019-01-14T21:00:00.000000000Z,1.14688,1.14705,1.14682,1.14684,83
2019-01-14T21:15:00.000000000Z,1.14685,1.14688,1.1468,1.14684,24
2019-01-14T21:30:00.000000000Z,1.14687,1.14687,1.14674,1.1468,57
2019-01-14T21:45:00.000000000Z,1.1468,1.14702,1.1468,1.14684,99
2019-01-14T22:00:00.000000000Z,1.14684,1.14686,1.14678,1.14682,30
2019-01-14T22:15:00.000000000Z,1.14682,1.14696,1.14678,1.14678,149
2019-01-14T22:30:00.000000000Z,1.14676,1.14684,1.14664,1.14678,227
2019-01-14T22:45:00.000000000Z,1.14678,1.14716,1.14652,1.14678,333
2019-01-14T23:00:00.000000000Z,1.14685,1.14714,1.14682,1.14714,212
2019-01-14T23:15:00.000000000Z,1.14712,1.14719,1.147,1.14712,82
2019-01-14T23:30:00.000000000Z,1.14713,1.14722,1.14708,1.14719,56
2019-01-14T23:45:00.000000000Z,1.14718,1.14728,1.14709,1.14726,64
2019-01-15T00:00:00.000000000Z,1.14723,1.1475,1.14718,1.1473,95
2019-01-15T00:15:00.000000000Z,1.14732,1.14749,1.1472,1.14749,72
2019-01-15T00:30:00.000000000Z,1.14748,1.14754,1.14726,1.1475,64
2019-01-15T00:45:00.000000000Z,1.14752,1.14778,1.14746,1.14768,75
2019-01-15T01:00:00.000000000Z,1.14768,1.1477,1.14726,1.1476,99
2019-01-15T01:15:00.000000000Z,1.14756,1.14849,1.14753,1.14828,202
2019-01-15T01:30:00.000000000Z,1.14823,1.14898,1.14814,1.14892,282
2019-01-15T01:45:00.000000000Z,1.14889,1.14892,1.14844,1.14848,171
2019-01-15T02:00:00.000000000Z,1.14852,1.14895,1.14843,1.14882,87
2019-01-15T02:15:00.000000000Z,1.14881,1.14881,1.14832,1.14836,80
2019-01-15T02:30:00.000000000Z,1.1484,1.14862,1.14838,1.14842,101
2019-01-15T02:45:00.000000000Z,1.1484,1.14858,1.14815,1.14836,147
2019-01-15T03:00:00.000000000Z,1.1484,1.14864,1.14817,1.14856,134
2019-01-15T03:15:00.000000000Z,1.14852,1.14852,1.14832,1.14846,82
2019-01-15T03:30:00.000000000Z,1.14846,1.14853,1.1483,1.14845,79
2019-01-15T03:45:00.000000000Z,1.14845,1.14854,1.1483,1.14852,50
2019-01-15T04:00:00.000000000Z,1.14848,1.14848,1.14813,1.14816,81
2019-01-15T04:15:00.000000000Z,1.14812,1.14826,1.14806,1.14806,51
2019-01-15T04:30:00.000000000Z,1.14806,1.14813,1.14798,1.14798,26
2019-01-15T04:45:00.000000000Z,1.14794,1.14814,1.14786,1.14802,55
2019-01-15T05:00:00.000000000Z,1.14802,1.1481,1.14792,1.148,57
2019-01-15T05:15:00.000000000Z,1.14803,1.14803,1.14762,1.1478,133
2019-01-15T05:30:00.000000000Z,1.14783,1.14796,1.14761,1.14796,117
2019-01-15T05:45:00.000000000Z,1.14799,1.14834,1.14786,1.14834,120
2019-01-15T06:00:00.000000000Z,1.14834,1.14834,1.14772,1.14796,107
2019-01-15T06:15:00.000000000Z,1.14798,1.14805,1.14752,1.1476,160
2019-01-15T06:30:00.000000000Z,1.14756,1.14762,1.14725,1.1475,108
2019-01-15T06:45:00.000000000Z,1.14748,1.14766,1.14721,1.14762,116
2019-01-15T07:00:00.000000000Z,1.14762,1.14807,1.14718,1.14794,249
2019-01-15T07:15:00.000000000Z,1.1479,1.1483,1.14773,1.1481,333
2019-01-15T07:30:00.000000000Z,1.14806,1.14812,1.14724,1.14739,305
2019-01-15T07:45:00.000000000Z,1.14742,1.14768,1.14694,1.14706,310
2019-01-15T08:00:00.000000000Z,1.14702,1.14742,1.14571,1.14588,641
2019-01-15T08:15:00.000000000Z,1.14586,1.14614,1.14532,1.14556,592
2019-01-15T08:30:00.000000000Z,1.14552,1.1463,1.14552,1.14626,377
2019-01-15T08:45:00.000000000Z,1.14624,1.14654,1.14582,1.14612,313
2019-01-15T09:00:00.000000000Z,1.14608,1.14634,1.14334,1.14346,755
2019-01-15T09:15:00.000000000Z,1.14346,1.14368,1.14234,1.14288,1102
2019-01-15T09:30:00.000000000Z,1.14284,1.14349,1.14251,1.14314,444
2019-01-15T09:45:00.000000000Z,1.14318,1.14348,1.14288,1.14336,427
2019-01-15T10:00:00.000000000Z,1.14332,1.14394,1.14322,1.14345,444
2019-01-15T10:15:00.000000000Z,1.14348,1.1439,1.14326,1.14346,380
2019-01-15T10:30:00.000000000Z,1.14342,1.14345,1.1427,1.14292,371
2019-01-15T10:45:00.000000000Z,1.14288,1.14321,1.14244,1.14294,465
2019-01-15T11:00:00.000000000Z,1.14298,1.1433,1.14281,1.1431,304
2019-01-15T11:15:00.000000000Z,1.1431,1.1436,1.14286,1.14327,364
2019-01-15T11:30:00.000000000Z,1.14331,1.14331,1.14244,1.14282,420
2019-01-15T11:45:00.000000000Z,1.14285,1.14325,1.14258,1.14316,384
2019-01-15T12:00:00.000000000Z,1.14313,1.14348,1.14122,1.1415,814
2019-01-15T12:15:00.000000000Z,1.14152,1.14264,1.14152,1.14244,500
2019-01-15T12:30:00.000000000Z,1.1424,1.14274,1.14236,1.14258,392
2019-01-15T12:45:00.000000000Z,1.14258,1.14309,1.14244,1.143,343
2019-01-15T13:00:00.000000000Z,1.14302,1.14322,1.14226,1.14244,445
2019-01-15T13:15:00.000000000Z,1.14244,1.14244,1.14176,1.14211,460
2019-01-15T13:30:00.000000000Z,1.1421,1.1444,1.1421,1.14368,983
2019-01-15T13:45:00.000000000Z,1.14364,1.14406,1.14326,1.14384,496
2019-01-15T14:00:00.000000000Z,1.14388,1.1444,1.14351,1.1442,505
2019-01-15T14:15:00.000000000Z,1.14423,1.14426,1.14352,1.14403,370
2019-01-15T14:30:00.000000000Z,1.144,1.14446,1.1437,1.14444,448
2019-01-15T14:45:00.000000000Z,1.1444,1.1455,1.14436,1.14544,647
2019-01-15T15:00:00.000000000Z,1.14544,1.1455,1.14386,1.14461,838
2019-01-15T15:15:00.000000000Z,1.14462,1.14482,1.14296,1.14308,742
2019-01-15T15:30:00.000000000Z,1.14306,1.14379,1.14292,1.14376,466
2019-01-15T15:45:00.000000000Z,1.14377,1.14422,1.14338,1.14392,471
2019-01-15T16:00:00.000000000Z,1.14396,1.14406,1.13982,1.13998,2602
2019-01-15T16:15:00.000000000Z,1.13996,1.14042,1.1393,1.13942,967
2019-01-15T16:30:00.000000000Z,1.13943,1.13988,1.13851,1.13884,640
2019-01-15T16:45:00.000000000Z,1.13882,1.13936,1.13838,1.13926,607
2019-01-15T17:00:00.000000000Z,1.13922,1.14007,1.1387,1.1396,632
2019-01-15T17:15:00.000000000Z,1.13956,1.1397,1.13831,1.13894,642
2019-01-15T17:30:00.000000000Z,1.1389,1.1391,1.13858,1.13882,500
2019-01-15T17:45:00.000000000Z,1.13878,1.13906,1.13844,1.139,406
2019-01-15T18:00:00.000000000Z,1.13899,1.13899,1.13826,1.13847,337
2019-01-15T18:15:00.000000000Z,1.13844,1.13878,1.13822,1.13878,376
2019-01-15T18:30:00.000000000Z,1.13876,1.13893,1.1385,1.13854,436
2019-01-15T18:45:00.000000000Z,1.13858,1.13882,1.13846,1.1387,337
2019-01-15T19:00:00.000000000Z,1.13872,1.13958,1.13859,1.13917,352
2019-01-15T19:15:00.000000000Z,1.13916,1.13968,1.1391,1.1395,233
2019-01-15T19:30:00.000000000Z,1.1395,1.13985,1.1384,1.13962,1818
2019-01-15T19:45:00.000000000Z,1.13962,1.14026,1.13866,1.14015,1581
2019-01-15T20:00:00.000000000Z,1.14018,1.1414,1.13996,1.14106,1076
2019-01-15T20:15:00.000000000Z,1.14107,1.14176,1.14098,1.14104,755
2019-01-15T20:30:00.000000000Z,1.14108,1.14165,1.14068,1.14124,430
2019-01-15T20:45:00.000000000Z,1.1412,1.1415,1.14101,1.14132,415
2019-01-15T21:00:00.000000000Z,1.14137,1.1416,1.14083,1.14094,118
2019-01-15T21:15:00.000000000Z,1.14094,1.14156,1.14086,1.14134,105
2019-01-15T21:30:00.000000000Z,1.1413,1.1414,1.14101,1.14115,80
2019-01-15T21:45:00.000000000Z,1.14114,1.14137,1.14098,1.1413,94
2019-01-15T22:00:00.000000000Z,1.14114,1.14118,1.14103,1.14104,75
2019-01-15T22:15:00.000000000Z,1.141,1.14106,1.14071,1.14081,140
2019-01-15T22:30:00.000000000Z,1.1408,1.14083,1.14056,1.1407,177
2019-01-15T22:45:00.000000000Z,1.1407,1.14072,1.1404,1.14064,138
2019-01-15T23:00:00.000000000Z,1.1406,1.14119,1.1406,1.1409,190
2019-01-15T23:15:00.000000000Z,1.14094,1.14129,1.14088,1.14124,57
2019-01-15T23:30:00.000000000Z,1.1412,1.14123,1.14106,1.14111,49
2019-01-15T23:45:00.000000000Z,1.14108,1.14146,1.14108,1.14142,67
2019-01-16T00:00:00.000000000Z,1.14138,1.14144,1.14056,1.14092,189
2019-01-16T00:15:00.000000000Z,1.14093,1.14096,1.14066,1.14082,66
2019-01-16T00:30:00.000000000Z,1.14085,1.14132,1.14068,1.14122,131
2019-01-16T00:45:00.000000000Z,1.14119,1.14119,1.14076,1.14108,138
2019-01-16T01:00:00.000000000Z,1.14111,1.14127,1.14076,1.14094,100
2019-01-16T01:15:00.000000000Z,1.14094,1.14094,1.14007,1.14012,235
2019-01-16T01:30:00.000000000Z,1.14016,1.14032,1.13997,1.14023,170
2019-01-16T01:45:00.000000000Z,1.14019,1.14028,1.13969,1.13982,127
2019-01-16T02:00:00.000000000Z,1.13984,1.14019,1.13962,1.14014,106
2019-01-16T02:15:00.000000000Z,1.14015,1.14026,1.13986,1.14014,112
2019-01-16T02:30:00.000000000Z,1.14014,1.1403,1.14003,1.14028,109
2019-01-16T02:45:00.000000000Z,1.14032,1.14034,1.14012,1.14012,68
2019-01-16T03:00:00.000000000Z,1.14009,1.14026,1.13968,1.13986,151
2019-01-16T03:15:00.000000000Z,1.13986,1.14,1.1397,1.13994,72
2019-01-16T03:30:00.000000000Z,1.1399,1.14015,1.13986,1.14015,59
2019-01-16T03:45:00.000000000Z,1.14019,1.14043,1.14008,1.1403,102
2019-01-16T04:00:00.000000000Z,1.14028,1.14074,1.14028,1.14047,170
2019-01-16T04:15:00.000000000Z,1.14044,1.14112,1.14034,1.14065,124
2019-01-16T04:30:00.000000000Z,1.14068,1.14068,1.1404,1.14052,91
2019-01-16T04:45:00.000000000Z,1.14055,1.14105,1.14052,1.14105,139
2019-01-16T05:00:00.000000000Z,1.14104,1.14114,1.14082,1.14094,91
2019-01-16T05:15:00.000000000Z,1.14098,1.14122,1.14075,1.1411,88
2019-01-16T05:30:00.000000000Z,1.14114,1.14117,1.14086,1.14102,90
2019-01-16T05:45:00.000000000Z,1.14106,1.14154,1.14106,1.14118,203
2019-01-16T06:00:00.000000000Z,1.14116,1.14137,1.14072,1.14078,159
2019-01-16T06:15:00.000000000Z,1.14074,1.14112,1.14064,1.14065,171
2019-01-16T06:30:00.000000000Z,1.14065,1.14068,1.14022,1.14034,136
2019-01-16T06:45:00.000000000Z,1.14038,1.14054,1.1397,1.13982,218
2019-01-16T07:00:00.000000000Z,1.13982,1.14078,1.13972,1.14054,374
2019-01-16T07:15:00.000000000Z,1.14057,1.14108,1.14032,1.14064,419
2019-01-16T07:30:00.000000000Z,1.14068,1.14068,1.13915,1.13934,517
2019-01-16T07:45:00.000000000Z,1.13932,1.1399,1.13915,1.13938,365
2019-01-16T08:00:00.000000000Z,1.13942,1.14088,1.13932,1.14011,875
2019-01-16T08:15:00.000000000Z,1.14008,1.14158,1.14004,1.14156,631
2019-01-16T08:30:00.000000000Z,1.14151,1.14166,1.141,1.14128,391
2019-01-16T08:45:00.000000000Z,1.14124,1.14219,1.14106,1.14215,343
2019-01-16T09:00:00.000000000Z,1.14216,1.14248,1.14179,1.142,475
2019-01-16T09:15:00.000000000Z,1.14204,1.1421,1.14162,1.14198,374
2019-01-16T09:30:00.000000000Z,1.14194,1.1421,1.14132,1.14143,391
2019-01-16T09:45:00.000000000Z,1.14139,1.14158,1.14086,1.14104,329
2019-01-16T10:00:00.000000000Z,1.14102,1.14114,1.14076,1.14082,260
2019-01-16T10:15:00.000000000Z,1.14082,1.14112,1.14071,1.14102,173
2019-01-16T10:30:00.000000000Z,1.14106,1.14112,1.14022,1.1405,296
2019-01-16T10:45:00.000000000Z,1.14049,1.14068,1.13996,1.14,263
2019-01-16T11:00:00.000000000Z,1.13999,1.1402,1.1395,1.1398,440
2019-01-16T11:15:00.000000000Z,1.13976,1.13982,1.13934,1.13949,338
2019-01-16T11:30:00.000000000Z,1.13946,1.13946,1.13836,1.13838,296
2019-01-16T11:45:00.000000000Z,1.13838,1.13856,1.13779,1.1378,452
2019-01-16T12:00:00.000000000Z,1.13781,1.13864,1.1378,1.13843,313
2019-01-16T12:15:00.000000000Z,1.13844,1.13888,1.13827,1.13854,298
2019-01-16T12:30:00.000000000Z,1.13852,1.1397,1.13852,1.13959,579
2019-01-16T12:45:00.000000000Z,1.13958,1.13958,1.13847,1.13868,473
2019-01-16T13:00:00.000000000Z,1.13871,1.1391,1.13848,1.13886,515
2019-01-16T13:15:00.000000000Z,1.13886,1.13939,1.13884,1.1393,344
2019-01-16T13:30:00.000000000Z,1.13929,1.1394,1.13878,1.13882,323
2019-01-16T13:45:00.000000000Z,1.13882,1.13961,1.13876,1.13903,337
2019-01-16T14:00:00.000000000Z,1.13904,1.14001,1.13904,1.1397,362
2019-01-16T14:15:00.000000000Z,1.13973,1.14024,1.13946,1.13965,381
2019-01-16T14:30:00.000000000Z,1.13969,1.14033,1.13962,1.14021,438
2019-01-16T14:45:00.000000000Z,1.14018,1.14033,1.13942,1.13976,471
2019-01-16T15:00:00.000000000Z,1.13972,1.14036,1.13952,1.13954,665
2019-01-16T15:15:00.000000000Z,1.13954,1.14028,1.13938,1.14,394
2019-01-16T15:30:00.000000000Z,1.14004,1.14038,1.1397,1.14021,352
2019-01-16T15:45:00.000000000Z,1.14025,1.1404,1.13922,1.13943,496
2019-01-16T16:00:00.000000000Z,1.13944,1.14035,1.1394,1.1403,371
2019-01-16T16:15:00.000000000Z,1.14029,1.14072,1.13992,1.1404,449
2019-01-16T16:30:00.000000000Z,1.14035,1.14046,1.13995,1.14046,327
2019-01-16T16:45:00.000000000Z,1.14049,1.14108,1.14039,1.14076,300
2019-01-16T17:00:00.000000000Z,1.14072,1.14076,1.14016,1.14038,245
2019-01-16T17:15:00.000000000Z,1.14034,1.14078,1.1402,1.14075,428
2019-01-16T17:30:00.000000000Z,1.14074,1.14074,1.13984,1.13996,255
2019-01-16T17:45:00.000000000Z,1.13993,1.14018,1.13962,1.13997,200
2019-01-16T18:00:00.000000000Z,1.13993,1.14054,1.1399,1.14045,151
2019-01-16T18:15:00.000000000Z,1.14042,1.14078,1.14039,1.1407,149
2019-01-16T18:30:00.000000000Z,1.1407,1.14098,1.14063,1.14086,137
2019-01-16T18:45:00.000000000Z,1.14082,1.141,1.14062,1.1407,169
2019-01-16T19:00:00.000000000Z,1.14075,1.14084,1.14031,1.14078,357
2019-01-16T19:15:00.000000000Z,1.14075,1.14098,1.14,1.14024,443
2019-01-16T19:30:00.000000000Z,1.14024,1.14045,1.14017,1.14038,221
2019-01-16T19:45:00.000000000Z,1.14034,1.14062,1.1397,1.13976,293
2019-01-16T20:00:00.000000000Z,1.13977,1.14026,1.13952,1.14022,360
2019-01-16T20:15:00.000000000Z,1.14018,1.1402,1.13934,1.13947,349
2019-01-16T20:30:00.000000000Z,1.13944,1.13983,1.1393,1.13946,294
2019-01-16T20:45:00.000000000Z,1.13947,1.13956,1.13922,1.13922,196
2019-01-16T21:00:00.000000000Z,1.13923,1.13965,1.13923,1.1396,77
2019-01-16T21:15:00.000000000Z,1.1396,1.1396,1.1392,1.13928,69
2019-01-16T21:30:00.000000000Z,1.13932,1.13932,1.13902,1.13906,48
2019-01-16T21:45:00.000000000Z,1.13906,1.13924,1.139,1.13914,171
2019-01-16T22:00:00.000000000Z,1.1394,1.13979,1.13922,1.13963,523
2019-01-16T22:15:00.000000000Z,1.13964,1.13967,1.1395,1.13961,223
2019-01-16T22:30:00.000000000Z,1.13962,1.13968,1.13956,1.13964,91
2019-01-16T22:45:00.000000000Z,1.13958,1.13962,1.13944,1.13948,64
2019-01-16T23:00:00.000000000Z,1.13948,1.1398,1.13948,1.13971,98
2019-01-16T23:15:00.000000000Z,1.13971,1.1399,1.13968,1.13977,42
2019-01-16T23:30:00.000000000Z,1.13977,1.14002,1.13977,1.13993,48
2019-01-16T23:45:00.000000000Z,1.1399,1.13999,1.13974,1.13996,101
2019-01-17T00:00:00.000000000Z,1.13992,1.13992,1.13948,1.13985,138
2019-01-17T00:15:00.000000000Z,1.13985,1.13994,1.13956,1.13972,86
2019-01-17T00:30:00.000000000Z,1.13968,1.13976,1.13948,1.1395,59
2019-01-17T00:45:00.000000000Z,1.1395,1.13982,1.1395,1.13982,89
2019-01-17T01:00:00.000000000Z,1.13982,1.14004,1.13969,1.13996,121
2019-01-17T01:15:00.000000000Z,1.13995,1.14008,1.13986,1.13994,127
2019-01-17T01:30:00.000000000Z,1.13994,1.14005,1.13962,1.13976,122
2019-01-17T01:45:00.000000000Z,1.13972,1.1398,1.13942,1.13942,136
2019-01-17T02:00:00.000000000Z,1.13944,1.13956,1.13932,1.13941,120
2019-01-17T02:15:00.000000000Z,1.13945,1.13965,1.13945,1.13948,80
2019-01-17T02:30:00.000000000Z,1.1395,1.13952,1.13888,1.13897,156
2019-01-17T02:45:00.000000000Z,1.13897,1.13922,1.13885,1.13902,127
2019-01-17T03:00:00.000000000Z,1.13906,1.13912,1.13882,1.13895,65
2019-01-17T03:15:00.000000000Z,1.13898,1.13906,1.13874,1.13882,72
2019-01-17T03:30:00.000000000Z,1.13878,1.13904,1.13862,1.13895,67
2019-01-17T03:45:00.000000000Z,1.13897,1.13904,1.13874,1.13885,84
2019-01-17T04:00:00.000000000Z,1.13888,1.13898,1.1385,1.13868,116
2019-01-17T04:15:00.000000000Z,1.13872,1.13872,1.13844,1.1385,103
2019-01-17T04:30:00.000000000Z,1.13849,1.13857,1.13835,1.13848,106
2019-01-17T04:45:00.000000000Z,1.13845,1.13848,1.13824,1.13828,101
2019-01-17T05:00:00.000000000Z,1.13824,1.13837,1.13793,1.13801,83
2019-01-17T05:15:00.000000000Z,1.13801,1.1383,1.13796,1.13824,90
2019-01-17T05:30:00.000000000Z,1.13826,1.13852,1.13826,1.13848,95
2019-01-17T05:45:00.000000000Z,1.13844,1.13878,1.13844,1.13878,87
2019-01-17T06:00:00.000000000Z,1.13876,1.13884,1.13854,1.13882,140
